address,country,latitude,longitude,locationName,locationOwner,locationOwnerId,inboundMode,outboundMode,servicingCarriers,splc,zipCode,cityState
13007 DOWNS RD NE,US,45.0437676,-122.7946689,"VALLEY AGRONOMICS MOUNT ANGEL, OR",VALLEY AGRONOMICS LLC,0017000000yIUou,RAIL|TRUCK,RAIL|TRUCK,UP,854123000,97362,"MOUNT ANGEL, OR"
13007 DOWNS RD NE,US,45.0692,-122.7958,VALLEY AGRONOMICS-MOUNT ANGEL,VALLEY AGRONOMICS LLC,0017000000yIUou,RAIL|TRUCK,RAIL|TRUCK,WVR,854123000,97362,"MOUNT ANGEL, OR"
403 E S ST,US,40.70929,-94.234375,NEW COOPERATIVE-MOUNT AYR,NEW COOPERATIVE INC,0017000000yIUtv,TRUCK,TRUCK,"","",50854,"MOUNT AYR, IA"
12258 IL1,US,38.398,-87.7977,NUTRIEN AG-MOUNT CARMEL,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",62863,"MOUNT CARMEL, IL"
,US,38.5169,-88.2332,MONT EAGLE-CHAUNCEY,MONT EAGLE MILLS INC,0017000000yIUuR,TRUCK,TRUCK,"","",62446,"MOUNT ERIE, IL"
2575 COUNTY HWY 2,US,38.5185,-88.2259,NUTRIEN AG-MOUNT ERIE,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",62446,"MOUNT ERIE, IL"
501 W MAIN ST,US,43.0058,-89.7488,PREMIER COOPERATIVE-MOUNT HOREB,PREMIER COOPERATIVE,0017000000yIUXb,TRUCK,TRUCK,"","",53572,"MOUNT HOREB, WI"
201 VALLEY RD,US,38.754349,-78.63652,VALLEY FERTILIZER-MOUNT JACKSON,VALLEY FERTILIZER CHEMICALCO,,TRUCK,TRUCK,,,22842,"MOUNT JACKSON, VA"
1101 NEWCOMER RD,US,40.099715,-76.456613,SNYDERS CROP-MOUNT JOY,SNYDERS CROP SERVICE,,RAIL,RAIL,NS,209195000,17552,"MOUNT JOY, PA"
"",US,42.72555,-77.87444,MT MORRIS NY- RR STATION,"","",RAIL,RAIL,RSR,184569000,14510,"MOUNT MORRIS, NY"
"",US,35.19884,-78.06382,MT OLIVE NC- RR STATION,"","",RAIL,RAIL,CSXT,406670000,28365,"MOUNT OLIVE, NC"
1212 IOWA AVE,US,41.1328,-91.5649,CHEM GRO-MOUNT PLEASANT,CHEM GRO OF HOUGHTON INC,0017000000yIV12,TRUCK,TRUCK,"","",52641,"MOUNT PLEASANT, IA"
1255 350TH ST,US,39.9677,-89.357,LAKE FORK-MOUNT PULASKI,LAKE FORK FERTILIZER SERVICES INC,0017000000yW3tI,TRUCK,TRUCK,"","",62548,"MOUNT PULASKI, IL"
"",US,39.99715,-85.38665,MT SUMMIT IN- RR STATION,"","",RAIL,RAIL,NS,367627000,47361,"MOUNT SUMMIT, IN"
22641 220TH AVE,US,41.0103,-91.353,NUTRIEN AG-MOUNT UNION,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",52644,"MOUNT UNION, IA"
1500 OLD INDIANA 69,US,37.9119293,-87.9269844,CF MT VERNON,CF INDUSTRIES INC,0017000000yIV1T,TRUCK,TRUCK,,,47620,"MOUNT VERNON, IN"
2450 NW GRANARY,US,43.1535,-115.6917,SIMPLOT GROWER-MOUNTAIN HOME,SIMPLOT GROWER SOLUTIONS,,RAIL,RAIL,UP,838577000,83647,"MOUNTAIN HOME, ID"
301 GOLF COURSE RD,US,43.936795,-94.939738,COUNTRY PRIDE-MOUNTAIN LAKE,COUNTRY PRIDE SERVICES COOP,0017000000yIV0X,TRUCK,TRUCK,"","",56159,"MOUNTAIN LAKE, MN"
217 N 3RD ST,US,35.098877,-98.747009,FARMERS COOP-MOUNTAIN VIEW,FARMERS COOP MILL ELEVATOR ASSC INC CARNEGIE OK,0017000000yIUzE,TRUCK,TRUCK,,,73062,"MOUNTAIN VIEW, OK"
80 REES RD,US,41.2702,-110.3374,JOSEPH COVOLO-MOUNTAIN VIEW,JOSEPH COVOLO,,TRUCK,TRUCK,,,82939,"MOUNTAIN VIEW, WY"
12903 CTY RD 3,US,48.6887085,-97.8608424,NEIL BERNHOFT-MOUNTAIN,NEIL BERNHOFT,,TRUCK,TRUCK,,,58262,"MOUNTAIN, ND"
201 N 1ST ST,US,42.496041,-96.072079,NUTRIEN AG-MOVILLE,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",51039,"MOVILLE, IA"
2628 E1500 N RD,US,39.566,-89.0376,NUTRIEN AG-MOWEAQUA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",62550,"MOWEAQUA, IL"
7528 POSTMA RD,US,46.561805,-120.399913,J R-MOXEE,J R SIMPLOT COMPANY,0017000000yIW31,RAIL,RAIL,BNSF|CWA,848436000,98936,"MOXEE, WA"
10650 MILL RD,US,42.0814,-89.9872,NUTRIEN AG-MT CARROLL,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",61053,"MT CARROLL, IL"
1583 700TH ST,US,40.017793,-89.294753,AGLAND FS-MT PULASKI,AGLAND FS INC,0017000000yIV3I,RAIL|TRUCK,RAIL|TRUCK,CN,388682000,62548,"MT PULASKI, IL"
409 W RAILROAD ST,US,41.0567,-91.3935,CHEM GRO-MT UNION,CHEM GRO OF HOUGHTON INC,0017000000yIV12,TRUCK,TRUCK,"","",52644,"MT UNION, IA"
477142 E 1136 RD,US,35.365906,-94.53009,BEDFORD FARM-MULDROW,BEDFORD FARM SUPPLY LLC,0017000000yIT4P,TRUCK,TRUCK,,,74948,"MULDROW, OK"
479019 OLD US HWY 64,US,35.39146,-94.49473,CHAD SHEFFIELD-MULDROW,CHAD SHEFFIELD,,TRUCK,TRUCK,,,74948,"MULDROW, OK"
1763 STATE HWY 14,US,37.975877,-89.127129,GROWMARK INC-MULKEYTOWN,GROWMARK INC,0017000000yIUyR,TRUCK,TRUCK,"","",62865,"MULKEYTOWN, IL"
220 N MAIN ST,US,37.58787,-99.475879,ALLIANCE AG-MULLINVILLE,ALLIANCE AG GRAIN,0010g00001m34F1,TRUCK,TRUCK,,,67109,"MULLINVILLE, KS"
429 MAPLE LN,US,41.207367,-76.735397,KEPNER FARM-MUNCY,KEPNER FARM SUPPLY,,RAIL,RAIL,LVRR|NS,201726000,17756,"MUNCY, PA"
543 VAN NORMAN AVE,US,45.222336,-95.392033,GLACIAL PLAINS-MURDOCK,GLACIAL PLAINS COOPERATIVE,0017000001KClfZ,RAIL|TRUCK,RAIL|TRUCK,BNSF,506777000,56271,"MURDOCK, MN"
925 60TH ST SE,US,45.2374,-95.425,KF-MURDOCK,KOCH FERTILIZER LLC,0017000000yIUvv,RAIL|TRUCK,RAIL|TRUCK,BNSF,506777000,56271,"MURDOCK, MN"
417 RAILROAD ST,US,40.9251,-96.2785,FRONTIER COOPERATIVE-MURDOCK,FRONTIER COOPERATIVE COMPANY,0017000000yIUd1,TRUCK,TRUCK,"","",68407,"MURDOCK, NE"
"",US,35.84492,-86.39958,MURFREESBORO TN- RR STATION,"","",RAIL,RAIL,CSXT,433150000,37130,"MURFREESBORO, TN"
628 TROY ST,US,41.043522,-93.945575,AGRILAND FS-MURRAY,AGRILAND FS INC,0017000000yIV32,TRUCK,TRUCK,"","",50174,"MURRAY, IA"
145 W CENTRAL AVE,US,40.680205,-111.895511,MORGRO INC-MURRAY,MORGRO INC,0014u00001pxCSV,TRUCK,TRUCK,,,84107,"MURRAY, UT"
561 COUNTY HWY 967,US,39.602506,-90.227503,GROWMARK INC-MURRAYVILLE,GROWMARK INC,0017000000yIUyR,TRUCK,TRUCK,"","",62668,"MURRAYVILLE, IL"
"",US,42.49711,-114.16731,MURTAUGH ID- RR STATION,"","",RAIL,RAIL,UP,837844000,83344,"MURTAUGH, ID"
2500 WIGGINS RD,US,41.350283,-91.097748,MONSANTO COMPANY-MUSCATINE,MONSANTO COMPANY,0017000000yIUuS,RAIL|TRUCK,RAIL|TRUCK,CPRS,534960000,52761,"MUSCATINE, IA"
2637 PETTIBONE AVE,US,41.356748,-91.074234,"MUSCATINE, IA - CHS",CHS INC,0017000000yIV1Q,RAIL|TRUCK,RAIL|TRUCK,CPRS,534960000,52761,"MUSCATINE, IA"
3094 170TH ST,US,41.496045,-90.962463,OTOOLE INC-MUSCATINE,OTOOLE INC,0017000000yIW1F,RAIL|TRUCK,RAIL|TRUCK,CPRS,534960000,52761,"MUSCATINE, IA"
,US,43.2344,-86.2515,BRINK TERMINAL MUSKEGON,BRINK TERMINAL SERVICES INC,0017000000yIVxC,TRUCK,TRUCK,,,49440,"MUSKEGON, MI"
2708 JARMAN ST,US,43.1889,-86.2162,WEBB CHEMICAL (MUSKEGON),WEBB CHEMICAL SERVICES CORP,0017000001KuqRM,RAIL,RAIL,CSXT|MS,317287000,49444,"MUSKEGON, MI"
1220 HOLTON RD,US,43.276103,-86.2357,BRINK TERMINAL-MUSKEGON,BRINK TERMINAL SERVICES INC,0017000000yIVxC,RAIL,RAIL,CSXT|MS,317270000,49445,"MUSKEGON, MI"
4901 CHANDLER RD,US,35.740414,-95.29743,GEORGIAPACIFIC CONSUMER-MUSKOGEE,GEORGIAPACIFIC CONSUMER PRODUCTS LP MUSKOGEE OK,00170000013l0ve,RAIL|TRUCK,RAIL|TRUCK,BNSF|UP,624330000,74403,"MUSKOGEE, OK"
101 RAILRD AVE,US,43.563816,-93.166522,NEXUS COOPERATIVE-MYRTLE,NEXUS COOPERATIVE,0014u000026jAGp,TRUCK,TRUCK,"","",56036,"MYRTLE, MN"
"",US,31.60413,-94.65917,NACOGDOCHES TX- RR STATION,"","",RAIL,RAIL,UP,681340000,75961,"NACOGDOCHES, TX"
1219 INDUSTRIAL RD,US,43.59797,-116.55437,LAND VIEW-NAMPA ID,LAND VIEW INC,0017000000yIUvY,RAIL,RAIL,UP,839167000,83687,"NAMPA, ID"
9250 CHERRY LN,US,43.621396,-116.57939,CONRAD BISCHOFF-NAMPA,CONRAD BISCHOFF INC,,RAIL,RAIL,UP,839168000,83687,"NAMPA, ID"
210 CGB DR,US,39.7572,-90.6073,CONSOLIDATED GRAIN-NAPLES,CONSOLIDATED GRAIN AND BARGE CO DBA CGB FERTILIZER,0017000000yIUws,RAIL|TRUCK,RAIL|TRUCK,NS,393317000,62665,"NAPLES, IL"
185 MILL ST,US,42.963837,-92.531472,FIVE STAR-NASHUA,FIVE STAR COOPERATIVE,0017000000yIW3d,TRUCK,TRUCK,"","",50658,"NASHUA, IA"
7315 IL127,US,38.3217993,-89.3815431,PITCHFORD ELEVATOR-NASHVILLE,PITCHFORD ELEVATOR CO INC,0017000000yW3bR,TRUCK,TRUCK,"","",62263,"NASHVILLE, IL"
9951 STATE ROUTE 127,US,38.36063,-89.371567,GATEWAY FS-NASHVILLE,GATEWAY FS INC,0017000000yIQAs,TRUCK,TRUCK,"","",62263,"NASHVILLE, IL"
1740 ED TEMPLE BLVD,US,36.179789,-86.823481,TRI STAR-NASHVILLE,TRI STAR ENERGY LLC,,RAIL,RAIL,CSXT|NWR,434300000,37208,"NASHVILLE, TN"
1830 LINDER INDUSTRIAL DR,US,36.1494,-86.8637,CONE SOLVENTS (NASHVILLE),CONE SOLVENTS,0017000001QytUr,TRUCK|RAIL,TRUCK|RAIL,CSXT,434300000,37209,"NASHVILLE, TN"
1301 8TH CORSO,US,40.676279,-95.866565,FRONTIER COOPERATIVE-NEBRASKA CITY,FRONTIER COOPERATIVE COMPANY,0017000000yIUd1,RAIL|TRUCK,RAIL|TRUCK,UP,553730000,68410,"NEBRASKA CITY, NE"
200 E CENTRAL AVE,US,40.677074,-95.844826,HEARTLAND COOP-NEBRASKA CITY,HEARTLAND COOP,0017000000yIUxp,RAIL|TRUCK,RAIL|TRUCK,UP,553730000,68410,"NEBRASKA CITY, NE"
5470 N TWIN CITY HWY,US,30.0123826,-94.031561,OCI BEAUMONT,OCI NV,0017000000yISyn,TRUCK,TRUCK,,,77627,"NEDERLAND, TX"
300 MAIN ST,US,40.82952,-95.992008,FRONTIER COOPERATIVE-NEHAWKA,FRONTIER COOPERATIVE COMPANY,0017000000yIUd1,RAIL|TRUCK,RAIL|TRUCK,UP,553684000,68413,"NEHAWKA, NE"
1566 NELSON RD,US,39.5513,-121.765,HELENA AGRIENTERPRISES-NELSON,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL,RAIL,UP,872794000,95958,"NELSON, CA"
,US,40.2006,-98.062,BOWIE FERTILIZER-NELSON,BOWIE FERTILIZER INC,0017000001IEFT9,TRUCK,TRUCK,"","",68961,"NELSON, NE"
1593 NEBRASKA 14,US,40.2194578,-98.0683227,COOPERATIVE PRODUCERS-NELSON,COOPERATIVE PRODUCERS INC,0017000001BfwGG,TRUCK,TRUCK,,,68961,"NELSON, NE"
,US,40.323,-95.681,FARMERS AG-NEMAHA,FARMERS AG GRAIN SUPPLY,0017000000yIUm9,TRUCK,TRUCK,"","",68414,"NEMAHA, NE"
1004 MILL ST,US,37.414974,-95.68647,BEACHNER GRAIN-NEODESHA,BEACHNER GRAIN INC,0017000000yW3jT,RAIL|TRUCK,RAIL|TRUCK,BNSF|KCS|SKOL|UP,587670000,66757,"NEODESHA, KS"
1073 INDUSTRIAL PARK AVE,US,39.33,-88.4374,NUTRIEN AG-NEOGA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",62447,"NEOGA, IL"
501 FRONT ST,US,41.446868,-95.618094,HEARTLAND COOP-NEOLA,HEARTLAND COOP,0017000000yIUxp,TRUCK,TRUCK,"","",51559,"NEOLA, IA"
1301 INDUSTRIAL DR,US,36.836186,-94.387153,HOWARD JOHNSONS-NEOSHO,HOWARD JOHNSONS ENTERPRISES INC,0017000000yW3uk,RAIL|TRUCK,RAIL|TRUCK,KCS,579880000,64850,"NEOSHO, MO"
107 HAMILTON ST NEOSHO MO 64850,US,36.8688,-94.3641,MFA INCORPORATED-NEOSHO,MFA INCORPORATED,0017000000yIUvC,RAIL|TRUCK,RAIL|TRUCK,BNSF|KCS,579850000,64850,"NEOSHO, MO"
829 E AVE,US,42.015803,-93.448692,NUTRIEN AG-NEVADA,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,UP,536457000,50201,"NEVADA, IA"
22703 600TH AVE,US,42.023296,-93.504242,KEY COOPERATIVE-NEVADA,KEY COOPERATIVE,0017000000zubsO,RAIL|TRUCK,RAIL|TRUCK,UP,536457000,50201,"NEVADA, IA"
"",US,34.4907,-89.0011,NEW ALBANY MS- RR STATION,"","",RAIL,RAIL,BNSF,481650000,38652,"NEW ALBANY, MS"
191 MAIN ST SW,US,43.4961,-91.2899,VALLEY AG-NEW ALBIN,VALLEY AG SUPPLY INC,0017000000yIUWu,TRUCK,TRUCK,"","",52160,"NEW ALBIN, IA"
1510 BOTTOM RD,US,38.4586,-89.6757,NUTRIEN AG-NEW BADEN,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",62265,"NEW BADEN, IL"
16500 OLD ROUTE 54,US,39.724784,-89.957096,PRAIRIELAND FS-NEW BERLIN,PRAIRIELAND FS INC,00170000019sYr1,TRUCK,TRUCK,"","",62670,"NEW BERLIN, IL"
6089 INDUSTRIAL DR,US,39.7427,-89.7638,BRANDT DEALER-NEW BERLIN,BRANDT DEALER SUPPORT LLC,0010g00001lEXpT,RAIL|TRUCK,RAIL|TRUCK,NS,392474000,62670,"NEW BERLIN, IL"
1768 45TH ST,US,41.33,-91.0122,NUTRIEN AG-NEW BOSTON,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",61272,"NEW BOSTON, IL"
477 S 600 E,US,39.928935,-85.3702476,"KEYSTONE COOPERATIVE NEW CASTLE, IN",KEYSTONE COOPERATIVE INC,0014u000029eX5u,RAIL|TRUCK,RAIL|TRUCK,NS,367647000,47362,"NEW CASTLE, IN"
PO BOX 155,US,45.8563,-96.9203,WHEATON DUMONT-NEW EFFINGTON,WHEATON DUMONT COOP ELEVATOR,0017000000yIUX6,TRUCK,TRUCK,"","",57255,"NEW EFFINGTON, SD"
,US,38.8956,-91.4491,BACKES TOELKE-NEW FLORENCE,BACKES TOELKE AGRI PRODUCTS,0010g00001m4g84,TRUCK,TRUCK,"","",63363,"NEW FLORENCE, MO"
141 COUNTY RD 446,US,38.996676,-92.675006,MACROSOURCE LLC-NEW FRANKLIN,MACROSOURCE LLC,0014u00001zo2Xu,TRUCK,TRUCK,"","",65274,"NEW FRANKLIN, MO"
1949 N LINN AVE,US,43.075974,-92.31978,FIVE STAR-NEW HAMPTON,FIVE STAR COOPERATIVE,0017000000yIW3d,RAIL|TRUCK,RAIL|TRUCK,CPRS,532370000,50659,"NEW HAMPTON, IA"
705 PACKWAUKEE ST,US,42.5648,-92.6217,LANDUS COOPERATIVE-NEW HARTFORD,LANDUS COOPERATIVE,0017000000yIUz4,RAIL|TRUCK,RAIL|TRUCK,CN,532670000,50660,"NEW HARTFORD, IA"
158 MIDDLETOWN AVE,US,41.327676,-72.8884117,"A ANASTASIO NEW HAVEN, CT",A ANASTASIO SONS TRUCKING CO INC,,RAIL|TRUCK,RAIL|TRUCK,CSXT,167530000,06513,"NEW HAVEN, CT"
12640 HWY 141,US,37.9074,-88.1431,NOVUS AG-NEW HAVEN,NOVUS AG LLC,0010g00001derCW,TRUCK,TRUCK,"","",62867,"NEW HAVEN, IL"
9948 HWY 100,US,38.599628,-91.256119,BACKES TOELKE-NEW HAVEN,BACKES TOELKE AGRI PRODUCTS,0010g00001m4g84,TRUCK,TRUCK,"","",63068,"NEW HAVEN, MO"
2988 W CO RD 200 S,US,39.097,-87.4092,KEYSTONE COOPERATIVE-NEW LEBANON,KEYSTONE COOPERATIVE INC,0014u000029eX5u,TRUCK,TRUCK,,,47882,"NEW LEBANON, IN"
US HWY 61,US,36.5817,-89.5547,HELENA AGRIENTERPRISES-NEW MADRID,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,"","",63869,"NEW MADRID, MO"
,US,38.5351,-89.6983,NUTRIEN AG-NEW MEMPHIS,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",62266,"NEW MEMPHIS, IL"
14900 INTRACOASTAL DR,US,30.025832,-89.903637,NEW ORLEANS-NEW ORLEANS,NEW ORLEANS BULK TERMINAL,,RAIL|BARGE,RAIL|BARGE,CSXT,647011000,70129,"NEW ORLEANS, LA"
205 E IDAHO ST,US,43.974741,-116.819187,HELENA AGRIENTERPRISES-NEW PLYMOUTH,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL|TRUCK,RAIL|TRUCK,INPR|UP,838447000,83655,"NEW PLYMOUTH, ID"
27654 HWY S55,US,42.281,-93.1715,INNOVATIVE AG-NEW PROVIDENCE,INNOVATIVE AG SERVICES CO,0017000000yIUxI,TRUCK,TRUCK,"","",50206,"NEW PROVIDENCE, IA"
13691 240TH AVE,US,43.9063,-93.4928,CENTRAL FARM-NEW RICHLAND,CENTRAL FARM SERVICE,0017000001Uw4AZ,RAIL|TRUCK,RAIL|TRUCK,CPRS,508380000,56072,"NEW RICHLAND, MN"
2116 COUNTY HWY S,US,45.1228,-92.3724,LANDMARK SERVICES-NEW RICHMOND,LANDMARK SERVICES COOPERATIVE DBA ALCIVIA,0017000000yIUvX,TRUCK,TRUCK,"","",54017,"NEW RICHMOND, WI"
3105 44TH AVE,US,46.96323,-101.38744,RODNEY RUSCH-NEW SALEM,RODNEY RUSCH,,TRUCK,TRUCK,,,58563,"NEW SALEM, ND"
1519 HWY 63,US,41.432738,-92.652501,NUTRIEN AG-NEW SHARON,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,UP,538223000,50207,"NEW SHARON, IA"
1380 HWY 63,US,41.453952,-92.648768,KEY COOPERATIVE-NEW SHARON,KEY COOPERATIVE,0017000000zubsO,TRUCK,TRUCK,"","",50207,"NEW SHARON, IA"
"",US,40.95961,-82.84174,NEW WASHINGTON OH- RR STATION,"","",RAIL,RAIL,WE,345815000,44854,"NEW WASHINGTON, OH"
12219 RTE 47,US,41.542606,-88.434517,CHS INC-NEWARK IL,CHS INC,0017000000yIV1Q,TRUCK,TRUCK,"","",60541,"NEWARK, IL"
285 COUNTY RD 20,US,48.6991,-100.9205,DAKOTA AGRONOMY-NEWBURG,DAKOTA AGRONOMY PARTNERS LLC,0017000000yW3yc,TRUCK,TRUCK,,,58762,"NEWBURG, ND"
PO BOX 296,US,42.6055,-95.0027,LANDUS COOPERATIVE-NEWELL,LANDUS COOPERATIVE,0017000000yIUz4,TRUCK,TRUCK,"","",50568,"NEWELL, IA"
20733 330TH ST NW,US,48.349081,-96.495343,NEWFOLDEN COOPERATIVE-NEWFOLDEN,NEWFOLDEN COOPERATIVE ELEVATOR ASSOCIATION,0010g00001brqYZ,RAIL|TRUCK,RAIL|TRUCK,CPRS,503257000,56738,"NEWFOLDEN, MN"
2851 71ST ST,US,41.993602,-91.939884,LINN COOPERATIVE-NEWHALL,LINN COOPERATIVE OIL COMPANY,0010g00001iToIr,TRUCK,TRUCK,"","",52315,"NEWHALL, IA"
312 S 6TH ST,US,41.744245,-97.776777,FARMERS PRIDE-NEWMAN GROVE,FARMERS PRIDE COOP,0010g00001mLLbG,TRUCK,TRUCK,,,68758,"NEWMAN GROVE, NE"
,US,41.7513,-97.7812,BATTLE CREEK-NEWMAN GROVE,BATTLE CREEK FARMERS COOPERATIVE,0010g00001eOKfc,TRUCK,TRUCK,"","",68758,"NEWMAN GROVE, NE"
2800 E US HWY 36,US,39.792908,-87.937378,ALLERTON SUPPLY-NEWMAN,ALLERTON SUPPLY COMPANY,0017000000yIV2f,TRUCK,TRUCK,,,61942,"NEWMAN, IL"
,US,39.7988,-87.9856,HELENA AGRIENTERPRISES-NEWMAN,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,"","",61942,"NEWMAN, IL"
5615 HWY 14,US,41.7001,-93.0478,NEW CENTURY-NEWTON,NEW CENTURY FS A DIV OF GROWMARK,0017000000yIQsb,TRUCK,TRUCK,,,50208,"NEWTON, IA"
1669 HWY 14 N,US,41.7158,-93.0658,KEY COOPERATIVE-NEWTON,KEY COOPERATIVE,0017000000zubsO,RAIL|TRUCK,RAIL|TRUCK,IAIS,536640000,50208,"NEWTON, IA"
7250 IL33,US,39.0097,-88.2422,NUTRIEN AG-NEWTON,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,RAIL|TRUCK,RAIL|TRUCK,CN,394358000,62448,"NEWTON, IL"
301 E BROADWAY,US,40.3769,-93.3315,HELENA AGRIENTERPRISES-NEWTOWN,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,"","",64667,"NEWTOWN, MO"
3943 BUFFALO AVE,US,43.0807,-79.0148,SUPERIOR LUBRICANTS (NIAGARA FALLS),SUPERIOR LUBRICANTS COMPANY INC,"",RAIL,RAIL,CSXT,185180000,14303,"NIAGARA FALLS, NY"
1783 DAVIS AVE,US,41.483802,-91.30873,OTOOLE INC-NICHOLS,OTOOLE INC,0017000000yIW1F,TRUCK,TRUCK,"","",52766,"NICHOLS, IA"
303 RAILROAD AVE,US,34.2337581,-79.1496937,"CAROLINA EASTERN NICHOLS, SC",CAROLINA EASTERN INC,0017000000yIW4K,RAIL|TRUCK,RAIL|TRUCK,RJCS,444412000,29581,"NICHOLS, SC"
218 KS-96,US,38.1428074,-98.0787598,MACROSOURCE NICKERSON,MACROSOURCE LLC,0014u00001zo2Xu,RAIL|TRUCK,RAIL|TRUCK,BNSF|KO|UP,589119000,67561,"NICKERSON, KS"
211 CHERRY ST,US,41.5324,-96.4719,WILBURELLIS COMPANY-NICKERSON,WILBURELLIS COMPANY,0017000000yIUoL,TRUCK,TRUCK,"","",68044,"NICKERSON, NE"
43338 470TH ST,US,44.271053,-94.135883,CROP SCIENCE-NICOLLET,CROP SCIENCE INVESTIGATION LLC,0014u0000248BQ2,TRUCK,TRUCK,"","",56074,"NICOLLET, MN"
46567 471ST LN,US,44.275393,-94.208511,CRYSTAL VALLEY-NICOLLET,CRYSTAL VALLEY COOPERATIVE,0017000000yIV0R,TRUCK,TRUCK,,,56074,"NICOLLET, MN"
320 2ND ST,US,44.2849,-94.1905,ELDON C-NICOLLET,ELDON C STUTSMAN INC,0017000000yIUzi,TRUCK,TRUCK,,,56074,"NICOLLET, MN"
1199 E CO RD 2920,US,40.6273,-91.2729,"NIOTA, IL - TA",TRANSAMMONIA AG,0017000000yIUpg,TRUCK,TRUCK,,,62358,"NIOTA, IL"
831 COUNTY ROUTE 28,US,43.2890459,-73.7148934,"CAROLINA EASTERN NIVERVILLE, NY",CAROLINA EASTERN INC,0017000000yIW4K,RAIL|TRUCK,RAIL|TRUCK,CSXT,174125000,12130,"NIVERVILLE, NY"
220 W S AVE,US,38.695584,-88.226236,GROWMARK INC-NOBLE,GROWMARK INC,0017000000yIUyR,TRUCK,TRUCK,"","",62868,"NOBLE, IL"
192 N WESTERN AVE,US,39.2867,-89.3061,NUTRIEN AG-NOKOMIS,NUTRIEN AG SOLUTIONS INC,0017000000yIV0T,TRUCK,TRUCK,"","",62075,"NOKOMIS, IL"
10865 ND HWY 5 NW,US,48.8784,-103.0399,THE ARTHUR-NOONAN,THE ARTHUR COMPANIES INC,0017000001DCLZh,RAIL|TRUCK,RAIL|TRUCK,BNSF|CPRS,513415000,58765,"NOONAN, ND"
9 NORA SPRINGS IA 1000 W DR,US,43.1426,-93.0225,HELENA AGRIENTERPRISES-NORA SPRINGS,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,TRUCK,TRUCK,"","",50458,"NORA SPRINGS, IA"
PO BOX 626,US,43.1427466,-93.0043668,"AGVANTAGE FS NORA SPRINGS, IA",AGVANTAGE FS INC,0010g00001eOKQY,RAIL|TRUCK,RAIL|TRUCK,CPRS|IANR,532453000,50458,"NORA SPRINGS, IA"
1485 DANCER AVE,US,43.1428306,-92.9644227,"NORTHERN AG NORA SPRINGS, IA",NORTHERN AG SUPPLIERS,0017000001QzhVz,RAIL|TRUCK,RAIL|TRUCK,CPRS|IANR,532453000,50458,"NORA SPRINGS, IA"
PO BOX 626,US,43.1465,-93.0038,AGVANTAGE FS-NORA SPRINGS,AGVANTAGE FS INC,0010g00001eOKQY,TRUCK,TRUCK,,,50458,"NORA SPRINGS, IA"
101 S CHERRY ST,US,39.302538,-93.680212,RAYCARROLL COUNTY-NORBORNE,RAYCARROLL COUNTY GRAIN GROWERS INC,0017000000yW3aj,RAIL|TRUCK,RAIL|TRUCK,BNSF|NS,565995000,64668,"NORBORNE, MO"
,US,39.3489,-93.7136,MFA INCORPORATED-NORBORNE,MFA INCORPORATED,0017000000yIUvC,TRUCK,TRUCK,"","",64668,"NORBORNE, MO"
700 E EISENHOWER AVE,US,42.0575,-97.4005,HELENA AGRIENTERPRISES-NORFOLK,HELENA AGRIENTERPRISES LLC,0017000000yIUxo,RAIL|TRUCK,RAIL|TRUCK,NCRC|UP,550920000,68701,"NORFOLK, NE"
2833 WEYMOUTH CT,US,35.253963,-97.44035,CHARLIE DELANEY-NORMAN,CHARLIE DELANEY,,TRUCK,TRUCK,,,73071,"NORMAN, OK"
351 COTTONWOOD ST,US,41.459728,-96.789853,FRONTIER COOPERATIVE-NORTH BEND,FRONTIER COOPERATIVE COMPANY,0017000000yIUd1,RAIL|TRUCK,RAIL|TRUCK,UP,553194000,68649,"NORTH BEND, NE"
